date,gold_open,gold_high,gold_low,gold_close,gold_volume,silver_open,silver_high,silver_low,silver_close,silver_volume
11/15/2007,794.5,794.5,793.7000122,785.9000244,0,14.39999962,14.39999962,14.39999962,14.45199966,3
11/16/2007,785.7000122,785.7000122,785.7000122,785.7000122,0,14.4829998,14.4829998,14.4829998,14.4829998,3
11/19/2007,777.5999756,777.5999756,777.5999756,776.7999878,1,14.13599968,14.13599968,14.13599968,14.13599968,3
11/20/2007,792.9000244,802.5,792.9000244,790.2999878,5,14.47599983,14.47599983,14.47599983,14.47799969,0
11/21/2007,797.5999756,797.5999756,797.5999756,797.5999756,5,14.39999962,14.39999962,14.39999962,14.39999962,0
11/23/2007,824,824,824,824,6,14.71500015,14.71500015,14.71500015,14.71500015,0
11/26/2007,826,826,826,826,6,14.83500004,14.83500004,14.83500004,14.81700039,1
11/27/2007,823.2000122,824.7999878,812.5,813.7000122,32,14.47399998,14.47399998,14.47399998,14.47399998,0
11/28/2007,800.0999756,800.0999756,800.0999756,800.0999756,165342,14.32900047,14.32900047,14.32900047,14.32900047,43813
11/29/2007,804,807.7999878,791.9000244,795.2999878,66669,14.40499973,14.5,14.10499954,14.23700047,18863
11/30/2007,795,798.5999756,778.4000244,782.2000122,7212,14.14500046,14.22000027,13.76000023,13.9630003,2583
12/3/2007,783.9000244,794.5999756,777,788.2999878,3728,13.96000004,14.18000031,13.76000023,14.01099968,568
12/4/2007,794,805,787.2000122,801.2999878,925,14.10000038,14.39000034,14.00500011,14.27099991,1269
12/5/2007,802.2000122,803.9000244,791.7000122,797.5,389,14.35999966,14.35999966,14.13000011,14.27000046,471
12/6/2007,794.4000244,804.7999878,786.5,801.2000122,332,14.25,14.5,14.11499977,14.43999958,216
12/7/2007,800.7000122,801.2000122,792,794.4000244,218,14.27999973,14.34000015,14.27999973,14.32499981,25
12/10/2007,799.2999878,809.7000122,799.2999878,807.7000122,274,14.34000015,14.70499992,14.34000015,14.67399979,50
12/11/2007,808.0999756,812,796,811.4000244,347,14.72500038,14.73999977,14.42500019,14.69499969,79
12/12/2007,809.7000122,815.9000244,809.5999756,813.5,291,14.55000019,14.66499996,14.55000019,14.65499973,49
12/13/2007,810.2999878,810.2999878,792.7000122,799,200,14.68500042,14.68500042,14,14.07199955,171
12/14/2007,800.2999878,803.5,789.5999756,793.2999878,196,13.99499989,14,13.75,13.82600021,40
12/17/2007,793.5,794.5,788.4000244,794.7999878,115,13.60000038,13.60000038,13.60000038,13.82600021,7
12/18/2007,793,804.7999878,793,803,72,14.02499962,14.04500008,14.01000023,14.01399994,129
12/19/2007,799.2000122,804,799.0999756,801.0999756,68,14.02999973,14.09500027,14.02999973,14.07299995,7
12/20/2007,799.5,800,794.2000122,799.2000122,114,14.1960001,14.1960001,14.1960001,14.1960001,7
12/21/2007,800,812.5,800,811.5999756,64,14.36999989,14.38500023,14.36999989,14.34599972,88
12/24/2007,811.5,814.0999756,809.7999878,812.7999878,41,14.52000046,14.52000046,14.52000046,14.52000046,88
12/26/2007,815.7000122,826.9000244,815.7000122,826,36,14.52999973,14.69999981,14.52999973,14.69499969,35
12/27/2007,824.7999878,832.5,824.7999878,828.5999756,160,14.60999966,14.60999966,14.60999966,14.67800045,35
12/28/2007,826.5999756,840.2000122,826.5999756,839.5999756,107,14.74499989,14.82499981,14.72500038,14.77000046,16
12/31/2007,843.2000122,843.2000122,843.2000122,834.9000244,4,14.79699993,14.79699993,14.79699993,14.79699993,10
1/2/2008,848.7000122,857.7999878,846.4000244,857,130,15.16699982,15.16699982,15.16699982,15.16699982,7
1/3/2008,863,865.5,856.2999878,866.4000244,181,15.34000015,15.34000015,15.08500004,15.38199997,398
1/4/2008,861.4000244,865.5,860.2000122,863.0999756,28,15.18000031,15.18000031,15.18000031,15.34599972,25
1/7/2008,860.9000244,860.9000244,857.4000244,859.5999756,4,15.18500042,15.18500042,15.18500042,15.18000031,9
1/8/2008,861.5999756,879.4000244,861.5999756,878,21,15.72500038,15.72500038,15.68000031,15.70699978,17
1/9/2008,885,885,876,879.5,48,15.77999973,15.77999973,15.77000046,15.73400021,39
1/10/2008,882,891.4000244,881.2000122,891.7000122,6,15.51500034,15.51500034,15.51500034,16.17300034,94
1/11/2008,889.7999878,899.7000122,889.7000122,896.0999756,183,16.27300072,16.27300072,16.27300072,16.27300072,13
1/14/2008,907.2999878,907.2999878,905,901.5999756,89,16.32500076,16.32500076,16.32500076,16.32500076,240
1/15/2008,887.5999756,887.5999756,887.5999756,901,101,16.20499992,16.20499992,16.20499992,16.20499992,30
1/16/2008,880.5,885.7999878,880.5,880.5999756,102,15.80700016,15.80700016,15.80700016,15.80700016,2
1/17/2008,888.2000122,888.2000122,876.7999878,879.5,11,16.02499962,16.02499962,16.02499962,15.93000031,1
1/18/2008,871.7999878,886.7999878,871,880.7999878,30,16.04500008,16.04500008,16.04500008,16.13800049,1
1/22/2008,878.7000122,891,863.2000122,889.5999756,30,15.51500034,15.56999969,15.51000023,16.03000069,105
1/23/2008,885,895.7000122,880,882.5,49,16.05500031,16.05500031,16.04500008,15.90200043,378
1/24/2008,890.9000244,906.5999756,890.9000244,905.5,6,16.27300072,16.27300072,16.27300072,16.27300072,129
1/25/2008,910.5,910.5,910.5,910.5,6,16.4279995,16.4279995,16.4279995,16.4279995,114
1/28/2008,916.5999756,922,914.5,927.0999756,25,16.69000053,16.69000053,16.69000053,16.69000053,315
1/29/2008,925,925,925,925.0999756,157692,16.74500084,16.74500084,16.74500084,16.74500084,18
1/30/2008,924.4000244,936.2999878,915.2999878,920.5999756,68820,16.71500015,16.71500015,16.71500015,16.71100044,0
1/31/2008,928.2000122,928.5999756,918.2999878,922.7000122,4289,16.77499962,16.875,16.77499962,16.94799995,209
2/1/2008,924.7999878,936.2000122,903.7000122,908.7000122,2152,16.88999939,16.88999939,16.77499962,16.8239994,3
2/4/2008,903.7000122,912,892.5,904.9000244,1493,16.73999977,16.73999977,16.73999977,16.73999977,0
2/5/2008,905.0999756,905.2000122,884.7000122,885.9000244,476,16.44499969,16.44499969,16.44499969,16.3029995,202
2/6/2008,887.9000244,910,887.5,900.7000122,430,16.50799942,16.50799942,16.50799942,16.50799942,100
2/7/2008,900.5999756,909.2999878,896.4000244,906.0999756,463,16.73500061,16.73500061,16.73500061,16.73500061,115
2/8/2008,915.2999878,920,911.5,918.4000244,339,17.04999924,17.04999924,17.04999924,17.07500076,1
2/11/2008,920.7000122,926.9000244,917.5,922.9000244,181,17.43300056,17.43300056,17.43300056,17.43300056,114
2/12/2008,921,924.7999878,904.2000122,907.4000244,278,17.52499962,17.57999992,17.12000084,17.21800041,8
2/13/2008,903,909.4000244,897.2000122,906.5,89,17.32600021,17.32600021,17.32600021,17.32600021,8
2/14/2008,904,911,904,907.4000244,128,17.22999954,17.22999954,17.22999954,17.22999954,50
2/15/2008,910.0999756,913.5999756,898.7000122,902.7999878,128,17.09799957,17.09799957,17.09799957,17.09799957,50
2/19/2008,904.2999878,928.7999878,900.5,926.5999756,174,17.15999985,17.28000069,17.04999924,17.48999977,8
2/20/2008,926.5,945,919.5999756,934.5999756,73,17.74500084,17.74500084,17.74500084,17.74500084,0
2/21/2008,940.0999756,953.4000244,940.0999756,946.0999756,138,17.94000053,17.94000053,17.94000053,17.94000053,0
2/22/2008,944.9000244,948.5,942.5,944.7000122,79,18.02499962,18.02499962,18.02499962,18.02499962,0
2/25/2008,946.5,948.9000244,933,937.5999756,312,18.01000023,18.01000023,17.91500092,18.07999992,2
2/26/2008,931.2999878,949,931.2999878,946.0999756,224,18.71199989,18.71199989,18.71199989,18.71199989,30
2/27/2008,960,960,955,958.2000122,215,19.20199966,19.20199966,19.20199966,19.20199966,63398
2/28/2008,957.4000244,972.0999756,954.4000244,964.5,238,19.27000046,19.84499931,19.05500031,19.62999916,19057
2/29/2008,971.4000244,973.0999756,963.5,972.0999756,39,19.78000069,19.92499924,19.35499954,19.80800056,3252
3/3/2008,984.2000122,986.9000244,979.7000122,981.5,26,19.78000069,20.61000061,19.77000046,20.07299995,831
3/4/2008,982.4000244,984.5,963.7999878,963.9000244,41,20.36000061,20.5,19.60000038,19.73800087,1158
3/5/2008,965,992.7000122,963.9000244,986.2000122,45,19.70999908,20.79999924,19.39999962,20.68499947,339
3/6/2008,984.2999878,987.7000122,973.4000244,975,46,20.77499962,21.10000038,19.87000084,20.13100052,762
3/7/2008,982.7999878,984.9000244,972.4000244,972.2000122,96,20.30999947,20.70000076,20.01000023,20.15800095,200
3/10/2008,975.5,976.7999878,964.7000122,969.9000244,92,20.21999931,20.24500084,19.33499908,19.69799995,383
3/11/2008,975.7000122,976.7000122,971.5,974.2000122,12,19.68499947,20.02499962,19.5,19.6760006,98
3/12/2008,973.5999756,979.2999878,973.5,978.7999878,6,19.67499924,20.11000061,19.39999962,19.9109993,98
3/13/2008,983.7000122,998.5,983.7000122,992.2999878,10,20.15500069,20.82999992,20.15500069,20.3390007,65
3/14/2008,993.9000244,1004.599976,993,998.2000122,27,20.57500076,20.82999992,20.31999969,20.5739994,82
3/17/2008,1005,1014.599976,996.4000244,1001.400024,82,21.00499916,21.18499947,19.99500084,20.22200012,197
3/18/2008,1003.599976,1010,978.2000122,1003.200012,30,21.00499916,20.32500076,19.64999962,19.88999939,161
3/19/2008,979.2999878,979.2999878,938.4000244,944.7000122,84,19.73999977,19.77499962,18.25,18.39500046,208
3/20/2008,939.9000244,943.2000122,917.7000122,919.5999756,34,17.85000038,18.07999992,16.77000046,16.80500031,262
3/24/2008,915.5,922,915.2000122,918.2999878,71,17.19000053,17.19000053,16.87000084,17.06699944,80
3/25/2008,931.5,933.9000244,927.2000122,934.5999756,102,17.19000053,17.55500031,17.40999985,17.76199913,77
3/26/2008,949.5999756,949.5999756,949.5999756,949,1,17.95000076,18.34000015,17.95000076,18.34600067,55
3/27/2008,947.4000244,951.7000122,945.7000122,948.7999878,145634,18.28000069,18.28000069,18.28000069,18.51300049,40
3/28/2008,947.5,951.0999756,921.7999878,930.5999756,64013,18.29000092,18.31999969,17.70999908,17.89999962,92
3/31/2008,931,940.0999756,912,916.2000122,5980,18.125,18.125,17.23999977,17.27499962,29
4/1/2008,915,919.7999878,871.7999878,882.9000244,3204,16.88500023,16.91500092,16.45499992,16.85499954,88
4/2/2008,884,906.5,881.2000122,895.2000122,2367,16.79999924,17.20999908,16.75499916,17.14699936,31
4/3/2008,901.2000122,907.5,889.5999756,905,984,17.33499908,17.43000031,17.03000069,17.4470005,33
4/4/2008,904.7000122,914.9000244,898.7999878,909,279,17.82999992,17.82999992,17.38500023,17.72200012,39
4/7/2008,915.2999878,927.2000122,912.2999878,922.7000122,2086,18.08699989,18.08699989,18.08699989,18.08699989,2
4/8/2008,924.2000122,925.2999878,909.2999878,914,405,17.86000061,17.86000061,17.56999969,17.67499924,3
4/9/2008,916,935.5,904.0999756,933.5999756,390,18.17000008,18.17000008,18.17000008,18.17000008,3
4/10/2008,931.2999878,939.2000122,922.4000244,928.2999878,409,18.01300049,18.01300049,18.01300049,18.01300049,3
4/11/2008,919.5999756,931.2000122,919.5999756,923.5999756,141,17.66799927,17.66799927,17.66799927,17.66799927,77
4/14/2008,917,929.4000244,915.5999756,925.4000244,153,17.76799965,17.76799965,17.76799965,17.76799965,0
4/15/2008,924.2999878,936,924.2999878,928.7000122,168,17.82999992,17.82999992,17.82999992,17.82999992,0
4/16/2008,927.2000122,948.7000122,927.2000122,945.0999756,161,18.30500031,18.30500031,18.30500031,18.30500031,0
4/17/2008,927.2000122,947.9000244,938.7000122,939.7999878,209,18.28700066,18.28700066,18.28700066,18.28700066,0
4/18/2008,936,936,907.2000122,912.2000122,145,17.80200005,17.80200005,17.80200005,17.80200005,0
4/21/2008,922.5,924.5999756,914.0999756,914.7000122,449,17.34199905,17.34199905,17.34199905,17.34199905,0
4/22/2008,920.5999756,922.7999878,916.2000122,922.2999878,625,17.69799995,17.69799995,17.69799995,17.69799995,0
4/23/2008,916.7999878,921.5,898.7999878,906.2000122,111,17.15500069,17.15500069,17.15500069,17.15500069,0
4/24/2008,902.4000244,904.7999878,885.0999756,886.7999878,80,16.65200043,16.65200043,16.65200043,16.65200043,0
4/25/2008,878.2000122,893.5999756,878.0999756,887.2000122,77,16.56500053,16.78000069,16.56500053,16.84600067,0
4/28/2008,887,893.7999878,887,892.9000244,339,17.01099968,17.01099968,17.01099968,17.01099968,34513
4/29/2008,890.5999756,890.5999756,869.5999756,874.2000122,136,17.01499939,17.03499985,16.42499924,16.54000092,17691
4/30/2008,868.7000122,875.2000122,863,862.7999878,88,16.52000046,16.87000084,16.36499977,16.50200081,2877
5/1/2008,855,873.5,849.5999756,848.9000244,28,16.96999931,16.97500038,15.99499989,16.12100029,1100
5/2/2008,853.2999878,857.7000122,853.2999878,856.0999756,6,16.25,16.47999954,16.125,16.38100052,131
5/5/2008,861.2000122,872.7999878,861.2000122,872.2999878,35,16.51000023,16.76499939,16.51000023,16.74600029,406
5/6/2008,872.2999878,881.4000244,872.2999878,876,47,16.72999954,17,16.63500023,16.78000069,376
5/7/2008,868,869.4000244,864.7999878,869.5999756,43,16.73999977,16.73999977,16.47999954,16.61700058,91
5/8/2008,871,883.2999878,867.0999756,880.5999756,71,16.54000092,16.89500046,16.45000076,16.79400063,44
5/9/2008,883.9000244,884.7000122,883.9000244,884.5,25,16.84499931,16.95999908,16.52499962,16.84300041,360
5/12/2008,879.2000122,886.5,879.2000122,883.7000122,56,16.75499916,17.29999924,16.75499916,17.15800095,185
5/13/2008,862.9000244,870.4000244,862.9000244,868.5,17,17.16500092,17.16500092,16.60000038,16.76300049,56
5/14/2008,862.7999878,868.5999756,862.7999878,865.4000244,41,16.79500008,16.79500008,16.75,16.54999924,50
5/15/2008,865.7999878,886.2999878,865.7999878,879,121,16.53000069,16.97999954,16.52000046,16.62700081,106
5/16/2008,892,904.2000122,892,899,85,16.79999924,16.92000008,16.79999924,16.90399933,6
5/19/2008,905,905,905,905,2,17.15999985,17.18000031,17.00499916,16.97400093,144
5/20/2008,919.5,919.5,919.5,919.5,2,17.06500053,17.63500023,17.04999924,17.67099953,31
5/21/2008,923.5,924,923.2000122,928,3,17.84499931,18,17.84000015,17.99799919,18
5/22/2008,917.5999756,917.5999756,917.5999756,917.9000244,1,17.85499954,18.04999924,17.85499954,17.97500038,29
5/23/2008,916.9000244,925.5999756,916,925.5999756,1,18.11499977,18.20999908,18.04000092,18.24099922,29
5/27/2008,912,912,906.5,907.7000122,25,18.28499985,18.29000092,17.42000008,17.42499924,354
5/28/2008,900.5,900.5,900.5,900.5,149889,17.51499939,17.64999962,17.51499939,17.37999916,80
5/29/2008,903,903.2000122,872.0999756,877.2000122,64624,16.86499977,16.86499977,16.60000038,16.47699928,78
5/30/2008,880.2000122,888.5,868.5999756,887.2999878,6671,16.59000015,16.59000015,16.53000069,16.82699966,2
6/2/2008,887.2999878,898,881.7999878,892.9000244,2132,16.87400055,16.87400055,16.87400055,16.87400055,2
6/3/2008,889.7999878,896.0999756,874.5999756,881.5999756,2079,16.85000038,16.86000061,16.57999992,16.79899979,14
6/4/2008,879.5,886.0999756,876,879.9000244,612,16.72500038,16.87999916,16.64999962,16.90600014,8
6/5/2008,876.0999756,878.7999878,865.4000244,871.7999878,340,16.98999977,16.98999977,16.78000069,17.13699913,4
6/6/2008,878.5,901,877.7000122,895.4000244,230,17.39699936,17.39699936,17.39699936,17.39699936,4
6/9/2008,900.7000122,908.9000244,890.5,894.7000122,1930,17.26000023,17.43000031,17.26000023,17.18000031,2
6/10/2008,886.5999756,886.5999756,866,867.9000244,457,16.60700035,16.60700035,16.60700035,16.60700035,2
6/11/2008,869.5,882,869.5,879.7000122,146,16.87999916,16.89500046,16.60499954,16.82900047,18
6/12/2008,873.5999756,873.5999756,858.2000122,869.2000122,135,16.46299934,16.46299934,16.46299934,16.46299934,2
6/13/2008,870.2999878,870.2999878,860.5,870.2999878,361,16.46500015,16.57500076,16.46500015,16.54000092,2
6/16/2008,872.5,893,871.2999878,883.5999756,70,16.84000015,16.88999939,16.84000015,17.2140007,6
6/17/2008,883.4000244,887,876.2999878,884.2999878,62,17.13999939,17.13999939,17.13999939,17.05900002,6
6/18/2008,888,891.9000244,885.0999756,890.9000244,135,17.18000031,17.39999962,17.18000031,17.32500076,4
6/19/2008,888.5999756,906.5,888.5999756,901.7000122,44,17.5,17.5,17.24500084,17.45700073,8
6/20/2008,903.7999878,907.2999878,901,901.2999878,21,17.61499977,17.66500092,17.61499977,17.38699913,5
6/23/2008,903.4000244,903.4000244,879.2000122,884.7999878,54,16.78199959,16.78199959,16.78199959,16.78199959,0
6/24/2008,889.5999756,891.2000122,885.5,889.2000122,64,16.62700081,16.62700081,16.62700081,16.62700081,0
6/25/2008,883.5999756,883.7999878,876.4000244,880,97,16.49900055,16.63999939,16.49900055,16.49900055,0
6/26/2008,909.5999756,912.5999756,909.5999756,913.0999756,182,17.12299919,17.12299919,17.12299919,17.12299919,47394
6/27/2008,913.0999756,927.5999756,910.7000122,929.2999878,167,17.20499992,17.65999985,17.125,17.62000084,25501
6/30/2008,927.7000122,933.7000122,922.2999878,926.2000122,144,17.56999969,17.87999916,17.21999931,17.42000008,1742
7/1/2008,943.5999756,945.7999878,938,942.5,32,17.44000053,18.19499969,17.37999916,18.20000076,407
7/2/2008,938.7999878,944.7999878,933.0999756,944.7999878,58,18.11000061,18.37999916,17.93499947,18.33699989,284
7/3/2008,944.7999878,944.7999878,928,931.9000244,58,18.31999969,18.40999985,18,18.28499985,284
7/7/2008,931.4000244,931.4000244,915.4000244,927.2999878,141,18.12000084,18.14999962,17.54999924,17.83799934,327
7/8/2008,922.7999878,922.7999878,919.2000122,921.9000244,37,17.80500031,17.90999985,17.52000046,17.87999916,544
7/9/2008,919.7999878,928.2000122,919.7999878,927.2999878,31,17.79999924,18.13999939,17.79000092,18.10000038,124
7/10/2008,928.0999756,942.0999756,928.0999756,940.9000244,18,18.25,18.25,18.18000031,18.24500084,73
7/11/2008,948.2000122,965.7000122,948.2000122,959.5,58,18.5,18.79000092,18.5,18.74500084,69
7/14/2008,964.7000122,974.5999756,955,972.7000122,55,18.80500031,19.22500038,18.69499969,19.17499924,95
7/15/2008,983.5,986.2000122,976,977.7000122,12,19.04999924,19.375,18.63999939,18.94099998,134
7/16/2008,960,960,960,961.7999878,1,18.72999954,19.02000046,18.69000053,18.73500061,59
7/17/2008,957.2999878,976.2000122,957.2999878,970,37,18.81999969,18.86499977,18.35000038,18.66699982,38
7/18/2008,956.7999878,957,956.7999878,957.2999878,2,18.5,18.61000061,18.18000031,18.13500023,76
7/21/2008,964.5,964.5,963.5,963.0999756,2,18.23500061,18.45499992,18.23500061,18.36199951,247
7/22/2008,973,974.9000244,973,948,3,18.45999908,18.60000038,17.95499992,17.94499969,283
7/23/2008,935,935,924.2000122,922.4000244,203,17.73500061,17.79999924,17.55500031,17.39999962,23
7/24/2008,920.9000244,926.4000244,920.9000244,922,47,17.24600029,17.24600029,17.24600029,17.24600029,1
7/25/2008,928.4000244,929.2000122,921.2000122,926.5999756,35,17.43499947,17.43499947,17.37000084,17.32500076,59
7/28/2008,928.7999878,931.0999756,927,927.5999756,28,17.51499939,17.52000046,17.51499939,17.41699982,43
7/29/2008,916.2000122,917.7000122,916.2000122,916.4000244,147310,17.375,17.375,17.375,17.32999992,45
7/30/2008,917.9000244,919.0999756,893.2999878,902.9000244,93759,17.12000084,17.58499908,16.82999992,17.42200089,112
7/31/2008,906.9000244,925.5999756,906.0999756,913.9000244,8550,17.52499962,17.73500061,17.50499916,17.75,10
8/1/2008,904.9000244,916.0999756,902.0999756,909,1834,17.64999962,17.64999962,17.47500038,17.4810009,2
8/4/2008,912.7000122,915.2999878,894.4000244,900.0999756,2415,17.10300064,17.10300064,17.10300064,17.10300064,2
8/5/2008,895.4000244,895.4000244,873.2999878,878.5999756,790,16.75,16.75,16.45000076,16.53700066,6
8/6/2008,880.7000122,885.5999756,875,875.5999756,1330,16.47200012,16.47200012,16.47200012,16.47200012,6
8/7/2008,882.2000122,883.7999878,870.2999878,870.7000122,335,16.52499962,16.52499962,16.21500015,16.22699928,17
8/8/2008,868.7999878,869.5,851.0999756,857.7999878,303,15.38000011,15.38000011,15.26000023,15.30300045,24
8/11/2008,858.2999878,863.4000244,818,821.5,286,14.63000011,14.64000034,14.61999989,14.59500027,16
8/12/2008,826.4000244,826.4000244,803.5999756,808.2000122,99,14.77999973,14.77999973,14.59000015,14.46199989,4
8/13/2008,810.9000244,829.0999756,810.9000244,825,155,14.81000042,14.81000042,14.81000042,14.82400036,18
8/14/2008,831.4000244,831.9000244,805,808.2000122,67,14.86499977,14.86499977,14.86499977,14.21399975,1
8/15/2008,796.9000244,799.2000122,780.9000244,786,134,13.11999989,13.11999989,12.80000019,12.80099964,4
8/18/2008,792,801.7000122,792,799.7000122,22,13.08699989,13.08699989,13.08699989,13.08699989,4
8/19/2008,789.5999756,814.5,789.5999756,811.0999756,48,13.15499973,13.15499973,13.15499973,13.09300041,1
8/20/2008,814.9000244,814.9000244,804.7000122,810.2999878,87,13.14999962,13.14999962,12.98999977,13.02900028,15
8/21/2008,825.7999878,835.5999756,825.7999878,833,99,13.61499977,13.61499977,13.61499977,13.71899986,1
8/22/2008,832.2999878,836.5999756,823.0999756,827.4000244,21,13.42000008,13.43000031,13.42000008,13.47000027,6
8/25/2008,819.7999878,819.7999878,819.7999878,819.7999878,44,13.36499977,13.36499977,13.36499977,13.36499977,6
8/26/2008,826,826,826,822.2000122,142,13.57199955,13.57199955,13.57199955,13.57199955,0
8/27/2008,830.2999878,830.2999878,825.2999878,828.0999756,423,13.46800041,13.46800041,13.46800041,13.46800041,33676
8/28/2008,828,842.5999756,824.5,830.9000244,503,13.49499989,14.02999973,13.45499992,13.60400009,25386
8/29/2008,831.7000122,833,831.7000122,829.2999878,116,13.65999985,13.89000034,13.52999973,13.60700035,2131
9/2/2008,829.9000244,840.7000122,790.7999878,805,185,13.77000046,13.77000046,12.47500038,13.05000019,2013
9/3/2008,805.5999756,805.5999756,791.5999756,802.7000122,28,13.09000015,13.09000015,12.56000042,12.85999966,1146
9/4/2008,801.4000244,809.0999756,794.9000244,797.9000244,76,12.82999992,13.14000034,12.61999989,12.85599995,299
9/5/2008,794.7000122,809,794,797.5999756,85,12.69999981,13.00500011,12.09500027,12.24499989,481
9/8/2008,811,813.2000122,796.4000244,797.5,88,12.40999985,12.67500019,11.93000031,11.98999977,208
9/9/2008,802,802,780,787.0999756,29,12.14000034,12.14000034,11.27499962,11.64000034,193
9/10/2008,776.5999756,781,752.7999878,757.9000244,56,11.14999962,11.30000019,10.68000031,10.81700039,216
9/11/2008,756.5999756,756.5999756,739,741.2999878,25,10.64500046,10.93999958,10.27999973,10.48999977,307
9/12/2008,750.5,756,750.5,760.2999878,12,10.77999973,10.84000015,10.65999985,10.73499966,43
9/15/2008,778.0999756,778.5999756,764,783.0999756,19,10.79500008,11.11999989,10.46000004,11.07499981,44
9/16/2008,777.7000122,777.7000122,777,776.5,2,11.04500008,11.04500008,10.46500015,10.46199989,45
9/17/2008,782.9000244,808,782.9000244,846.5999756,26,10.72999954,12.09500027,10.72999954,11.61999989,269
9/18/2008,869.9000244,910.9000244,836,892.7000122,59,12.80000019,12.82999992,11.93999958,12.64799976,133
9/19/2008,860.5999756,860.5999756,860.5999756,860.5999756,112,12.40499973,12.58500004,12.31000042,12.42500019,23
9/22/2008,888.7999878,908.0999756,888.7999878,903.9000244,20,13.39999962,13.39999962,13.39999962,13.39999962,28
9/23/2008,892.4000244,898.9000244,886,885.5,184,13.22000027,13.28999996,13.22000027,13.11999989,82
9/24/2008,879.5,891.2999878,879.5,889,185,13.33500004,13.33500004,13.33500004,13.38399982,29
9/25/2008,891.5,891.5,884.5,877.7000122,92,13.39000034,13.73499966,13.17000008,13.22200012,96
9/26/2008,884.2000122,890.2000122,884.2000122,882.9000244,13695,13.19999981,13.52000046,13.19999981,13.45800018,60
9/29/2008,871.2999878,919,866.4000244,888.2000122,2943,12.97500038,13.21500015,12.83500004,12.98099995,72
9/30/2008,904.7999878,912.5,855,874.2000122,879,12.97000027,12.97500038,12.29500008,12.23099995,46
10/1/2008,878,889.0999756,869.2000122,880.7000122,304,12.56999969,12.56999969,12.56999969,12.72000027,11
10/2/2008,870.4000244,870.4000244,829.2999878,839,462,11.80000019,11.80000019,11.13000011,11.06499958,22
10/3/2008,832.5,844.2999878,823,828.9000244,228,10.85999966,11.64000034,10.85999966,11.27000046,129
10/6/2008,828.7999878,868.7999878,826,862.7000122,510,11.38000011,11.38000011,10.92500019,11.22999954,31
10/7/2008,862.0999756,883,858.2000122,878.4000244,41,11.43500042,11.55500031,11.24499989,11.32499981,126
10/8/2008,879.7000122,915.5,877.7000122,903.0999756,310,11.89999962,11.89999962,11.60499954,11.71700001,150
10/9/2008,902.7000122,919.7000122,883,883.0999756,76,11.64999962,11.92000008,11.64999962,11.81999969,7
10/10/2008,925.7000122,925.7000122,843,855.4000244,104,10.5,10.5,9.569999695,10.54500008,25
10/13/2008,861.0999756,861.0999756,830.2999878,838.9000244,186,10.44999981,10.44999981,10.44999981,10.73700047,12
10/14/2008,848.0999756,848.0999756,833.5,836.2999878,48,10.92500019,11.03499985,10.79500008,11.01799965,41
10/15/2008,839.5,848.7000122,831.5999756,835.5,120,10.39000034,10.42000008,10.06499958,10.1420002,138
10/16/2008,846,846,790,801.5,34,10.25,10.25,9.350000381,9.607000351,151
10/17/2008,798,807,773.7999878,785.0999756,55,9.409999847,9.479999542,9.114999771,9.31000042,71
10/20/2008,803.7999878,803.7999878,787.5,787.5999756,19,9.609999657,9.795000076,9.505000114,9.664999962,135
10/21/2008,793.7000122,793.7000122,767.7000122,766.0999756,83,9.56000042,10.14000034,9.56000042,10.05000019,63
10/22/2008,771.7000122,771.7000122,721,733.2999878,244,9.835000038,9.845000267,9.430000305,9.451999664,44
10/23/2008,705,719.7999878,705,713.2999878,37,9.215000153,9.604999542,9.215000153,9.5,199
10/24/2008,715.2999878,734.2000122,681,729.0999756,99,9.034999847,9.079999924,9.010000229,9.295000076,60
10/27/2008,742.7999878,744.5,712,741.7000122,268,9.024999619,9.029999733,9.024999619,9.194999695,8
10/28/2008,731,748.7999878,730.5999756,739.2999878,6,8.779999733,9.140000343,8.779999733,8.789999962,58
10/29/2008,750.7999878,750.7999878,750.7999878,752.7999878,90,9.805000305,9.805000305,9.805000305,9.805000305,3
10/30/2008,760.5,774,739.0999756,737.2000122,24,9.784999847,9.784999847,9.784999847,9.784999847,3
10/31/2008,731.4000244,736,718.4000244,716.7999878,17,9.680000305,9.920000076,9.680000305,9.729999542,15
11/3/2008,728.7999878,731.5,728.7000122,725.4000244,16,9.75,9.75,9.75,9.75,15
11/4/2008,726,760,726,756,30,10.13000011,10.13000011,10.13000011,10.13000011,15
11/5/2008,757.4000244,757.4000244,739,741.2999878,22,10.45499992,10.45499992,10.45499992,10.45499992,15
11/6/2008,743.4000244,759,731.9000244,731.2000122,30,10.29500008,10.29500008,10.01000023,10.05500031,24
11/7/2008,731.5,743,727.2000122,733.2000122,17,10.14999962,10.14999962,9.989999771,9.963000298,17
11/10/2008,749,753.5999756,747.9000244,745.5999756,42,10.44999981,10.44999981,10.14999962,10.22000027,9
11/11/2008,734.2000122,735.5999756,729.7999878,732,39,9.625,9.760000229,9.625,9.805000305,6
11/12/2008,730.4000244,734.7000122,722.5,717.7000122,71,9.550000191,9.600000381,9.329999924,9.479999542,21
11/13/2008,714.2999878,715.5,707,704.9000244,922,9.100000381,9.215000153,8.829999924,8.800000191,19
11/14/2008,726.5,747.0999756,726.5,742.4000244,9,9.534999847,9.579999924,9.505000114,9.489999771,22
